Campaign_ID,Channel,Campaign_Type,Region,Age_Group,Impressions,Clicks,Spend,Conversions,Revenue,ROI,CTR,CPC,Conversion_Rate,Cost_Per_Conversion
CAMP-0651,Google Ads,Retargeting,West,45-54,44457,3166,128552.43,840,54382.23,-57.7,7.12,40.6,26.53,153.04
CAMP-0652,Email,Lead Generation,South,45-54,38763,674,2927.68,80,35253.57,1104.15,1.74,4.34,11.87,36.6
CAMP-0653,Google Ads,Retargeting,East,45-54,31950,3229,143926.61,562,209683.68,45.69,10.11,44.57,17.4,256.1
CAMP-0654,Influencer,Lead Generation,South,25-34,42797,525,27666.72,48,9749.58,-64.76,1.23,52.7,9.14,576.39
CAMP-0655,Social Media,Brand Awareness,North,18-24,23173,2388,49447.14,103,26710.54,-45.98,10.31,20.71,4.31,480.07
CAMP-0656,Google Ads,Seasonal Sale,East,55+,14310,1652,85868.09,215,89789.73,4.57,11.54,51.98,13.01,399.39
CAMP-0657,SMS,Retargeting,East,45-54,16320,1627,14541.89,241,120310.86,727.34,9.97,8.94,14.81,60.34
CAMP-0658,Google Ads,Brand Awareness,South,35-44,40442,4241,168829.32,352,81712.15,-51.6,10.49,39.81,8.3,479.63
CAMP-0659,SMS,Lead Generation,West,55+,29581,319,2404.36,41,4444.02,84.83,1.08,7.54,12.85,58.64
CAMP-0660,Influencer,Seasonal Sale,North,55+,8235,906,48193.17,97,31247.28,-35.16,11.0,53.19,10.71,496.84
CAMP-0661,Email,Brand Awareness,North,25-34,10165,761,4276.18,93,23266.38,444.09,7.49,5.62,12.22,45.98
CAMP-0662,Email,Seasonal Sale,North,35-44,26885,2303,11385.05,394,196523.19,1626.15,8.57,4.94,17.11,28.9
CAMP-0663,Social Media,Brand Awareness,South,45-54,10541,747,17511.61,102,33899.78,93.58,7.09,23.44,13.65,171.68
CAMP-0664,Email,Seasonal Sale,North,35-44,40002,1537,8667.88,92,30254.64,249.04,3.84,5.64,5.99,94.22
CAMP-0665,Google Ads,Seasonal Sale,West,55+,1504,80,4066.9,14,4596.8,13.03,5.32,50.84,17.5,290.49
CAMP-0666,SMS,Seasonal Sale,East,18-24,10476,739,4868.65,108,46226.77,849.48,7.05,6.59,14.61,45.08
CAMP-0667,Social Media,Brand Awareness,West,55+,32523,567,14027.9,72,5878.08,-58.1,1.74,24.74,12.7,194.83
CAMP-0668,SMS,Seasonal Sale,South,18-24,1734,114,1025.67,7,742.52,-27.61,6.57,9.0,6.14,146.52
CAMP-0669,Influencer,Brand Awareness,East,18-24,27093,3101,205859.27,305,86563.19,-57.95,11.45,66.38,9.84,674.95
CAMP-0670,Influencer,Retargeting,South,55+,9553,167,10645.06,5,2258.08,-78.79,1.75,63.74,2.99,2129.01
CAMP-0671,Social Media,Seasonal Sale,East,55+,26048,1653,45320.14,107,31440.02,-30.63,6.35,27.42,6.47,423.55
CAMP-0672,Social Media,Seasonal Sale,West,45-54,48951,4499,95294.71,402,126608.63,32.86,9.19,21.18,8.94,237.05
CAMP-0673,Google Ads,Lead Generation,North,45-54,2289,52,2351.27,5,1578.71,-32.86,2.27,45.22,9.62,470.25
CAMP-0674,Social Media,Lead Generation,North,18-24,36317,1143,33104.54,48,13675.14,-58.69,3.15,28.96,4.2,689.68
CAMP-0675,Influencer,Brand Awareness,South,25-34,11242,1153,80671.55,61,7283.99,-90.97,10.26,69.97,5.29,1322.48
CAMP-0676,Google Ads,Brand Awareness,West,45-54,29308,941,46753.89,165,56764.59,21.41,3.21,49.69,17.53,283.36
CAMP-0677,Email,Lead Generation,South,35-44,30813,2872,12389.87,521,213142.94,1620.3,9.32,4.31,18.14,23.78
CAMP-0678,Email,Retargeting,West,45-54,1461,58,286.33,8,3709.2,1195.43,3.97,4.94,13.79,35.79
CAMP-0679,Google Ads,Seasonal Sale,South,25-34,37935,1928,71222.39,423,49826.75,-30.04,5.08,36.94,21.94,168.37
CAMP-0680,Email,Seasonal Sale,East,25-34,38874,2675,10774.75,161,45047.36,318.08,6.88,4.03,6.02,66.92
CAMP-0681,Social Media,Brand Awareness,South,45-54,25970,912,23640.93,72,9650.58,-59.18,3.51,25.92,7.89,328.35
CAMP-0682,Influencer,Brand Awareness,East,18-24,12224,162,8974.0,16,6785.81,-24.38,1.33,55.4,9.88,560.88
CAMP-0683,Email,Retargeting,South,45-54,780,78,348.86,8,1486.43,326.08,10.0,4.47,10.26,43.61
CAMP-0684,Google Ads,Lead Generation,South,18-24,16077,1713,89788.23,165,42260.85,-52.93,10.65,52.42,9.63,544.17
CAMP-0685,Influencer,Lead Generation,South,35-44,14592,178,12142.06,18,6192.58,-49.0,1.22,68.21,10.11,674.56
CAMP-0686,Google Ads,Lead Generation,West,45-54,26635,1245,48158.59,235,16502.55,-65.73,4.67,38.68,18.88,204.93
CAMP-0687,Influencer,Lead Generation,West,45-54,32849,1510,107609.38,65,7675.75,-92.87,4.6,71.26,4.3,1655.53
CAMP-0688,Google Ads,Lead Generation,East,18-24,33097,3942,158620.38,991,173799.05,9.57,11.91,40.24,25.14,160.06
CAMP-0689,Email,Brand Awareness,East,18-24,46888,3844,19499.23,373,157713.21,708.82,8.2,5.07,9.7,52.28
CAMP-0690,Google Ads,Lead Generation,South,55+,23230,1857,93272.35,226,99214.6,6.37,7.99,50.23,12.17,412.71
CAMP-0691,Influencer,Seasonal Sale,South,25-34,9320,388,23593.07,27,11682.74,-50.48,4.16,60.81,6.96,873.82
CAMP-0692,Email,Retargeting,North,55+,5806,231,1089.21,31,8440.04,674.88,3.98,4.72,13.42,35.14
CAMP-0693,Social Media,Seasonal Sale,West,18-24,22575,1355,35474.9,119,12946.05,-63.51,6.0,26.18,8.78,298.11
CAMP-0694,Email,Seasonal Sale,South,25-34,20876,639,3522.56,70,22053.1,526.05,3.06,5.51,10.95,50.32
CAMP-0695,Influencer,Seasonal Sale,East,55+,48740,1100,60728.44,69,12719.74,-79.05,2.26,55.21,6.27,880.12
CAMP-0696,Email,Seasonal Sale,East,45-54,12640,244,1177.93,44,19041.13,1516.49,1.93,4.83,18.03,26.77
CAMP-0697,Google Ads,Retargeting,East,18-24,2841,241,9692.68,43,17061.29,76.02,8.48,40.22,17.84,225.41
CAMP-0698,Influencer,Retargeting,East,25-34,32871,2069,124296.86,76,26584.63,-78.61,6.29,60.08,3.67,1635.48
CAMP-0699,Google Ads,Brand Awareness,West,45-54,5453,83,3032.27,22,5985.37,97.39,1.52,36.53,26.51,137.83
CAMP-0700,Social Media,Retargeting,North,25-34,14106,1661,37409.89,191,33939.01,-9.28,11.78,22.52,11.5,195.86
CAMP-0701,Social Media,Retargeting,North,35-44,12133,1023,23021.35,120,47566.51,106.62,8.43,22.5,11.73,191.84
CAMP-0702,Email,Lead Generation,East,45-54,1711,149,891.06,14,2427.7,172.45,8.71,5.98,9.4,63.65
CAMP-0703,SMS,Brand Awareness,West,18-24,28394,2642,17222.97,322,99544.61,477.98,9.3,6.52,12.19,53.49
CAMP-0704,Influencer,Brand Awareness,East,25-34,43879,1224,69450.58,117,15887.34,-77.12,2.79,56.74,9.56,593.59
CAMP-0705,Social Media,Brand Awareness,West,55+,41762,763,20432.4,93,40216.58,96.83,1.83,26.78,12.19,219.7
CAMP-0706,Google Ads,Retargeting,East,55+,33764,3193,144015.95,807,274130.86,90.35,9.46,45.1,25.27,178.46
CAMP-0707,Email,Brand Awareness,West,55+,43649,3940,17357.45,366,179383.64,933.47,9.03,4.41,9.29,47.42
CAMP-0708,Google Ads,Brand Awareness,West,35-44,9499,441,19030.37,86,40020.67,110.3,4.64,43.15,19.5,221.28
CAMP-0709,Influencer,Retargeting,West,25-34,18584,843,57806.03,39,3816.98,-93.4,4.54,68.57,4.63,1482.21
CAMP-0710,Influencer,Brand Awareness,North,55+,43274,1878,120575.29,124,24230.55,-79.9,4.34,64.2,6.6,972.38
CAMP-0711,Google Ads,Brand Awareness,South,35-44,24070,1423,64347.14,166,78414.22,21.86,5.91,45.22,11.67,387.63
CAMP-0712,Google Ads,Seasonal Sale,West,45-54,45030,991,46786.42,238,47341.62,1.19,2.2,47.21,24.02,196.58
CAMP-0713,Google Ads,Lead Generation,North,18-24,18606,1101,46095.95,140,47856.27,3.82,5.92,41.87,12.72,329.26
CAMP-0714,Social Media,Seasonal Sale,West,18-24,17348,1489,32398.4,93,13047.9,-59.73,8.58,21.76,6.25,348.37
CAMP-0715,Email,Lead Generation,North,18-24,21983,879,5264.86,178,26127.57,396.26,4.0,5.99,20.25,29.58
CAMP-0716,Email,Seasonal Sale,West,25-34,23453,2412,13519.96,192,20352.38,50.54,10.28,5.61,7.96,70.42
CAMP-0717,Influencer,Seasonal Sale,South,45-54,20664,450,27802.41,18,6457.65,-76.77,2.18,61.78,4.0,1544.58
CAMP-0718,SMS,Lead Generation,West,55+,23011,440,3631.59,45,18670.7,414.12,1.91,8.25,10.23,80.7
CAMP-0719,SMS,Seasonal Sale,South,25-34,34816,951,7019.08,51,9004.59,28.29,2.73,7.38,5.36,137.63
CAMP-0720,Social Media,Retargeting,North,45-54,7543,167,3561.08,8,3548.69,-0.35,2.21,21.32,4.79,445.13
CAMP-0721,Influencer,Brand Awareness,West,55+,17427,1587,114146.29,90,16063.11,-85.93,9.11,71.93,5.67,1268.29
CAMP-0722,Influencer,Lead Generation,South,35-44,42900,3867,229386.46,189,71282.69,-68.92,9.01,59.32,4.89,1213.68
CAMP-0723,Influencer,Lead Generation,West,35-44,19444,1050,62458.03,74,29531.67,-52.72,5.4,59.48,7.05,844.03
CAMP-0724,Influencer,Seasonal Sale,South,55+,22496,1072,61067.75,43,7895.76,-87.07,4.77,56.97,4.01,1420.18
CAMP-0725,SMS,Lead Generation,North,35-44,22221,1068,9547.33,87,28305.67,196.48,4.81,8.94,8.15,109.74
CAMP-0726,Email,Lead Generation,South,55+,28562,894,4192.44,135,37526.63,795.1,3.13,4.69,15.1,31.06
CAMP-0727,Social Media,Lead Generation,North,35-44,9723,383,10005.67,18,3626.52,-63.76,3.94,26.12,4.7,555.87
CAMP-0728,Google Ads,Lead Generation,East,55+,13334,1020,44248.15,139,64254.04,45.21,7.65,43.38,13.63,318.33
CAMP-0729,Email,Brand Awareness,South,45-54,44294,4077,21867.39,276,30095.66,37.63,9.2,5.36,6.77,79.23
CAMP-0730,SMS,Retargeting,South,45-54,10866,378,3361.65,32,2630.86,-21.74,3.48,8.89,8.47,105.05
CAMP-0731,Social Media,Lead Generation,North,35-44,29336,3097,65371.61,187,53932.72,-17.5,10.56,21.11,6.04,349.58
CAMP-0732,Influencer,Brand Awareness,North,25-34,24385,2722,166252.68,169,83696.9,-49.66,11.16,61.08,6.21,983.74
CAMP-0733,Google Ads,Seasonal Sale,North,55+,16457,1076,56592.61,187,46241.96,-18.29,6.54,52.6,17.38,302.63
CAMP-0734,Google Ads,Retargeting,East,25-34,33111,2405,95859.01,513,174337.45,81.87,7.26,39.86,21.33,186.86
CAMP-0735,Social Media,Brand Awareness,South,45-54,1331,14,290.5,1,86.86,-70.1,1.05,20.75,7.14,290.5
CAMP-0736,Google Ads,Seasonal Sale,West,25-34,32946,1447,78076.76,367,115013.93,47.31,4.39,53.96,25.36,212.74
CAMP-0737,Social Media,Seasonal Sale,West,55+,8555,790,16880.97,87,23575.85,39.66,9.23,21.37,11.01,194.03
CAMP-0738,Social Media,Seasonal Sale,West,18-24,14074,1619,37493.31,95,12766.97,-65.95,11.5,23.16,5.87,394.67
CAMP-0739,Google Ads,Seasonal Sale,South,45-54,28120,1632,64883.56,137,35371.16,-45.49,5.8,39.76,8.39,473.6
CAMP-0740,Influencer,Seasonal Sale,South,55+,36619,2012,125293.0,128,39751.33,-68.27,5.49,62.27,6.36,978.85
CAMP-0741,Email,Retargeting,East,25-34,43305,4913,23857.8,306,47848.64,100.56,11.35,4.86,6.23,77.97
CAMP-0742,Google Ads,Seasonal Sale,East,35-44,27258,1928,94205.82,247,86254.04,-8.44,7.07,48.86,12.81,381.4
CAMP-0743,Social Media,Lead Generation,East,55+,15114,448,10814.66,54,24788.04,129.21,2.96,24.14,12.05,200.27
CAMP-0744,Google Ads,Brand Awareness,North,35-44,15318,1302,64218.07,181,76372.32,18.93,8.5,49.32,13.9,354.8
CAMP-0745,SMS,Brand Awareness,North,35-44,41016,1114,10262.81,117,20325.15,98.05,2.72,9.21,10.5,87.72
CAMP-0746,Email,Lead Generation,East,35-44,20044,865,3698.57,140,15606.08,321.95,4.32,4.28,16.18,26.42
CAMP-0747,Influencer,Brand Awareness,West,18-24,18832,1857,94721.53,68,32456.93,-65.73,9.86,51.01,3.66,1392.96
CAMP-0748,Influencer,Retargeting,East,35-44,31696,398,21766.24,27,12117.55,-44.33,1.26,54.69,6.78,806.16
CAMP-0749,Social Media,Seasonal Sale,South,55+,43046,976,22383.34,63,15695.66,-29.88,2.27,22.93,6.45,355.29
CAMP-0750,Influencer,Lead Generation,West,45-54,21954,810,52407.88,61,17305.17,-66.98,3.69,64.7,7.53,859.15
CAMP-0751,Social Media,Brand Awareness,East,45-54,28946,1523,35995.61,84,26760.45,-25.66,5.26,23.63,5.52,428.52
CAMP-0752,Influencer,Lead Generation,West,45-54,17344,1813,123811.56,69,25030.94,-79.78,10.45,68.29,3.81,1794.37
CAMP-0753,SMS,Seasonal Sale,South,45-54,16478,673,5259.32,57,20599.63,291.68,4.08,7.81,8.47,92.27
CAMP-0754,Social Media,Brand Awareness,North,35-44,11433,751,21694.8,91,24977.04,15.13,6.57,28.89,12.12,238.4
CAMP-0755,Influencer,Brand Awareness,South,55+,44262,3900,240754.49,384,40228.08,-83.29,8.81,61.73,9.85,626.96
CAMP-0756,SMS,Lead Generation,North,45-54,11227,261,2059.28,26,12311.73,497.87,2.32,7.89,9.96,79.2
CAMP-0757,SMS,Seasonal Sale,South,18-24,18979,1584,14802.93,163,36732.38,148.14,8.35,9.35,10.29,90.82
CAMP-0758,Influencer,Retargeting,East,18-24,14150,1510,89671.61,85,12516.29,-86.04,10.67,59.39,5.63,1054.96
CAMP-0759,Influencer,Retargeting,South,25-34,18425,1719,108494.52,157,25576.77,-76.43,9.33,63.11,9.13,691.05
CAMP-0760,Social Media,Retargeting,South,45-54,8109,405,11033.66,42,5650.57,-48.79,4.99,27.24,10.37,262.71
CAMP-0761,Social Media,Brand Awareness,West,25-34,12634,1493,37795.37,184,58480.98,54.73,11.82,25.32,12.32,205.41
CAMP-0762,Google Ads,Seasonal Sale,South,45-54,32951,2834,113645.1,622,97690.98,-14.04,8.6,40.1,21.95,182.71
CAMP-0763,SMS,Brand Awareness,West,45-54,46944,4903,35191.55,475,176504.33,401.55,10.44,7.18,9.69,74.09
CAMP-0764,Social Media,Retargeting,North,18-24,8374,531,11914.03,34,1841.36,-84.54,6.34,22.44,6.4,350.41
CAMP-0765,Email,Lead Generation,South,18-24,29255,2291,12035.33,162,31212.33,159.34,7.83,5.25,7.07,74.29
CAMP-0766,Email,Seasonal Sale,East,55+,29317,1621,7991.86,149,61886.65,674.37,5.53,4.93,9.19,53.64
CAMP-0767,Social Media,Seasonal Sale,West,18-24,38520,1701,36752.19,122,24371.01,-33.69,4.42,21.61,7.17,301.25
CAMP-0768,Social Media,Retargeting,East,45-54,9887,1098,23092.03,44,19127.91,-17.17,11.11,21.03,4.01,524.82
CAMP-0769,Social Media,Lead Generation,East,35-44,33247,1150,24936.48,102,21311.32,-14.54,3.46,21.68,8.87,244.48
CAMP-0770,Google Ads,Lead Generation,East,45-54,11298,936,46616.08,100,6973.62,-85.04,8.28,49.8,10.68,466.16
CAMP-0771,Influencer,Seasonal Sale,South,45-54,34516,3010,173581.11,145,41948.57,-75.83,8.72,57.67,4.82,1197.11
CAMP-0772,Influencer,Seasonal Sale,North,25-34,36448,1154,63458.83,80,21521.56,-66.09,3.17,54.99,6.93,793.24
CAMP-0773,Google Ads,Lead Generation,East,55+,29990,3070,159099.81,607,203802.41,28.1,10.24,51.82,19.77,262.11
CAMP-0774,SMS,Seasonal Sale,South,45-54,22026,1000,8294.41,53,2827.84,-65.91,4.54,8.29,5.3,156.5
CAMP-0775,SMS,Brand Awareness,West,18-24,39180,3042,21397.88,506,68584.81,220.52,7.76,7.03,16.63,42.29
CAMP-0776,Google Ads,Seasonal Sale,East,55+,38268,1396,54043.9,190,43524.77,-19.46,3.65,38.71,13.61,284.44
CAMP-0777,Google Ads,Seasonal Sale,North,18-24,30150,3056,118768.75,813,123157.76,3.7,10.14,38.86,26.6,146.09
CAMP-0778,Social Media,Lead Generation,West,35-44,28148,653,18393.84,44,13075.54,-28.91,2.32,28.17,6.74,418.04
CAMP-0779,Influencer,Retargeting,East,55+,25657,732,37967.83,39,4493.24,-88.17,2.85,51.87,5.33,973.53
CAMP-0780,Email,Lead Generation,North,55+,25891,2034,9590.26,209,57773.81,502.42,7.86,4.71,10.28,45.89
CAMP-0781,Social Media,Lead Generation,South,35-44,11822,775,23128.43,48,12940.29,-44.05,6.56,29.84,6.19,481.84
CAMP-0782,Google Ads,Brand Awareness,South,18-24,17824,1584,61998.26,298,70779.61,14.16,8.89,39.14,18.81,208.05
CAMP-0783,Social Media,Seasonal Sale,North,55+,4501,433,10462.64,59,10661.99,1.91,9.62,24.16,13.63,177.33
CAMP-0784,Google Ads,Brand Awareness,West,35-44,38063,1819,77413.78,489,146712.98,89.52,4.78,42.56,26.88,158.31
CAMP-0785,Email,Retargeting,East,55+,30505,3196,16384.33,338,20367.92,24.31,10.48,5.13,10.58,48.47
CAMP-0786,SMS,Retargeting,West,45-54,41360,2463,17061.35,215,60091.43,252.21,5.96,6.93,8.73,79.36
CAMP-0787,Influencer,Brand Awareness,West,25-34,21430,1990,140225.63,77,35949.47,-74.36,9.29,70.47,3.87,1821.11
CAMP-0788,Influencer,Seasonal Sale,North,45-54,38451,611,36750.16,48,9027.61,-75.44,1.59,60.15,7.86,765.63
CAMP-0789,Email,Retargeting,South,25-34,39957,583,2844.44,54,24975.69,778.05,1.46,4.88,9.26,52.67
CAMP-0790,Google Ads,Brand Awareness,East,55+,15332,448,17898.08,75,33264.56,85.86,2.92,39.95,16.74,238.64
CAMP-0791,SMS,Brand Awareness,East,35-44,12093,423,3847.98,55,16683.21,333.56,3.5,9.1,13.0,69.96
CAMP-0792,Email,Retargeting,East,25-34,46506,2159,12241.29,431,115292.83,841.84,4.64,5.67,19.96,28.4
CAMP-0793,Google Ads,Lead Generation,West,45-54,2994,58,2582.79,6,469.46,-81.82,1.94,44.53,10.34,430.46
CAMP-0794,Influencer,Lead Generation,South,18-24,16575,1240,73067.66,66,32738.64,-55.19,7.48,58.93,5.32,1107.09
CAMP-0795,Google Ads,Brand Awareness,West,35-44,43461,3536,173981.22,517,199472.46,14.65,8.14,49.2,14.62,336.52
CAMP-0796,Google Ads,Seasonal Sale,North,18-24,16924,1502,70987.96,357,25377.58,-64.25,8.87,47.26,23.77,198.85
CAMP-0797,Influencer,Brand Awareness,North,55+,12715,133,7993.44,9,3114.46,-61.04,1.05,60.1,6.77,888.16
CAMP-0798,Email,Retargeting,East,25-34,658,55,225.97,10,601.94,166.38,8.36,4.11,18.18,22.6
CAMP-0799,Influencer,Seasonal Sale,East,35-44,16029,1233,79354.23,48,16978.43,-78.6,7.69,64.36,3.89,1653.21
CAMP-0800,Google Ads,Brand Awareness,North,55+,48723,2861,120737.31,634,186582.03,54.54,5.87,42.2,22.16,190.44
CAMP-0801,SMS,Brand Awareness,South,45-54,41787,2528,17555.44,132,9694.07,-44.78,6.05,6.94,5.22,133.0
CAMP-0802,Email,Brand Awareness,South,55+,4111,74,362.78,7,3382.49,832.38,1.8,4.9,9.46,51.83
CAMP-0803,Influencer,Lead Generation,West,25-34,29072,1490,72874.09,78,8205.84,-88.74,5.13,48.91,5.23,934.28
CAMP-0804,Google Ads,Lead Generation,South,18-24,28262,589,22295.28,99,24653.68,10.58,2.08,37.85,16.81,225.2
CAMP-0805,SMS,Brand Awareness,North,18-24,18158,652,5842.44,110,25594.25,338.07,3.59,8.96,16.87,53.11
CAMP-0806,Email,Seasonal Sale,South,35-44,35767,2824,12336.02,216,53335.88,332.36,7.9,4.37,7.65,57.11
CAMP-0807,Influencer,Brand Awareness,East,25-34,48660,2124,115271.94,140,48143.01,-58.24,4.36,54.27,6.59,823.37
CAMP-0808,Social Media,Lead Generation,North,35-44,10472,223,6292.77,20,1559.25,-75.22,2.13,28.22,8.97,314.64
CAMP-0809,Social Media,Seasonal Sale,South,18-24,22511,2393,62267.96,200,48397.15,-22.28,10.63,26.02,8.36,311.34
CAMP-0810,Influencer,Seasonal Sale,East,18-24,32714,2432,125775.13,240,51794.57,-58.82,7.43,51.72,9.87,524.06
CAMP-0811,Social Media,Lead Generation,North,45-54,44664,4951,123299.63,690,306262.58,148.39,11.08,24.9,13.94,178.7
CAMP-0812,SMS,Seasonal Sale,East,55+,43055,2239,19749.55,279,104306.33,428.15,5.2,8.82,12.46,70.79
CAMP-0813,Influencer,Retargeting,North,35-44,38169,1652,118395.32,98,13707.81,-88.42,4.33,71.67,5.93,1208.12
CAMP-0814,SMS,Brand Awareness,West,18-24,39355,2795,20634.98,360,71800.39,247.95,7.1,7.38,12.88,57.32
CAMP-0815,Influencer,Seasonal Sale,South,35-44,19985,1875,116257.21,201,31885.54,-72.57,9.38,62.0,10.72,578.39
CAMP-0816,Influencer,Seasonal Sale,South,25-34,5081,360,22579.42,31,6229.47,-72.41,7.09,62.72,8.61,728.37
CAMP-0817,Email,Retargeting,North,25-34,2363,100,436.79,10,2414.37,452.75,4.23,4.37,10.0,43.68
CAMP-0818,SMS,Seasonal Sale,West,25-34,17674,1417,10633.29,143,9726.01,-8.53,8.02,7.5,10.09,74.36
CAMP-0819,Email,Lead Generation,West,18-24,38312,747,3935.47,145,9935.25,152.45,1.95,5.27,19.41,27.14
CAMP-0820,Social Media,Retargeting,South,18-24,7746,590,17235.26,50,10235.65,-40.61,7.62,29.21,8.47,344.71
CAMP-0821,Google Ads,Retargeting,West,25-34,14500,401,17018.67,90,32650.07,91.85,2.77,42.44,22.44,189.1
CAMP-0822,Social Media,Lead Generation,East,45-54,41556,1682,39353.48,74,32629.23,-17.09,4.05,23.4,4.4,531.8
CAMP-0823,Influencer,Lead Generation,East,55+,19150,1715,113138.04,140,19838.2,-82.47,8.96,65.97,8.16,808.13
CAMP-0824,Email,Lead Generation,South,55+,37781,3111,16494.17,625,292336.38,1672.36,8.23,5.3,20.09,26.39
CAMP-0825,Influencer,Lead Generation,East,25-34,32755,3278,208056.39,118,13450.08,-93.54,10.01,63.47,3.6,1763.19
CAMP-0826,Social Media,Lead Generation,West,55+,44282,5079,123310.55,617,260806.68,111.5,11.47,24.28,12.15,199.86
CAMP-0827,Email,Brand Awareness,South,35-44,24760,329,1709.05,53,18910.68,1006.5,1.33,5.19,16.11,32.25
CAMP-0828,SMS,Retargeting,South,25-34,36218,1224,11080.78,96,34897.7,214.94,3.38,9.05,7.84,115.42
CAMP-0829,SMS,Brand Awareness,West,55+,13960,1335,8911.39,99,25243.9,183.28,9.56,6.68,7.42,90.01
CAMP-0830,Social Media,Brand Awareness,South,55+,28312,1490,44377.72,131,32118.68,-27.62,5.26,29.78,8.79,338.76
CAMP-0831,Influencer,Lead Generation,South,25-34,15343,1314,64359.79,109,15319.08,-76.2,8.56,48.98,8.3,590.46
CAMP-0832,Social Media,Retargeting,East,25-34,7753,548,14956.84,42,5188.57,-65.31,7.07,27.29,7.66,356.12
CAMP-0833,Influencer,Seasonal Sale,North,35-44,44942,4279,239404.85,191,72062.17,-69.9,9.52,55.95,4.46,1253.43
CAMP-0834,Social Media,Lead Generation,South,35-44,2048,236,5068.7,18,4016.84,-20.75,11.52,21.48,7.63,281.59
CAMP-0835,SMS,Seasonal Sale,South,45-54,1894,213,1803.51,36,15041.71,734.02,11.25,8.47,16.9,50.1
CAMP-0836,Email,Brand Awareness,East,55+,30249,1491,7284.77,242,58592.88,704.32,4.93,4.89,16.23,30.1
CAMP-0837,Social Media,Brand Awareness,East,25-34,25583,830,24434.77,46,4973.7,-79.64,3.24,29.44,5.54,531.19
CAMP-0838,SMS,Brand Awareness,South,55+,41025,3744,35469.52,318,134193.43,278.33,9.13,9.47,8.49,111.54
CAMP-0839,Google Ads,Retargeting,South,45-54,33359,355,16450.81,78,10026.79,-39.05,1.06,46.34,21.97,210.91
CAMP-0840,Google Ads,Retargeting,West,55+,26754,792,37720.63,89,6994.51,-81.46,2.96,47.63,11.24,423.83
CAMP-0841,Influencer,Brand Awareness,East,45-54,2547,232,11443.37,21,8573.61,-25.08,9.11,49.32,9.05,544.92
CAMP-0842,Email,Seasonal Sale,South,18-24,26159,539,2837.91,37,17575.61,519.32,2.06,5.27,6.86,76.7
CAMP-0843,Influencer,Retargeting,North,55+,3318,109,6411.68,8,3995.91,-37.68,3.29,58.82,7.34,801.46
CAMP-0844,Email,Brand Awareness,West,18-24,515,24,113.58,4,1842.65,1522.34,4.66,4.73,16.67,28.39
CAMP-0845,Influencer,Brand Awareness,West,55+,31495,2899,160902.23,236,36984.57,-77.01,9.2,55.5,8.14,681.79
CAMP-0846,Google Ads,Lead Generation,West,25-34,43091,1618,86332.97,217,13147.52,-84.77,3.75,53.36,13.41,397.85
CAMP-0847,Google Ads,Brand Awareness,South,55+,31946,715,33797.25,175,37298.36,10.36,2.24,47.27,24.48,193.13
CAMP-0848,Google Ads,Lead Generation,North,18-24,20301,1958,91334.39,185,53970.83,-40.91,9.64,46.65,9.45,493.7
CAMP-0849,Email,Lead Generation,South,45-54,18166,2142,9322.17,192,22178.34,137.91,11.79,4.35,8.96,48.55
CAMP-0850,Email,Retargeting,East,35-44,22461,841,4086.29,138,24393.6,496.96,3.74,4.86,16.41,29.61
CAMP-0851,SMS,Lead Generation,West,55+,7287,838,7536.8,79,33862.9,349.3,11.5,8.99,9.43,95.4
CAMP-0852,Email,Seasonal Sale,West,35-44,17664,1808,9951.83,192,62017.02,523.17,10.24,5.5,10.62,51.83
CAMP-0853,Google Ads,Brand Awareness,South,45-54,5063,356,16650.76,68,20249.63,21.61,7.03,46.77,19.1,244.86
CAMP-0854,SMS,Brand Awareness,East,25-34,48593,3808,32546.78,415,74508.12,128.93,7.84,8.55,10.9,78.43
CAMP-0855,SMS,Lead Generation,North,25-34,31062,2572,23695.35,229,45753.55,93.09,8.28,9.21,8.9,103.47
CAMP-0856,Email,Lead Generation,South,45-54,7888,885,4184.01,67,8616.72,105.94,11.22,4.73,7.57,62.45
CAMP-0857,SMS,Brand Awareness,West,45-54,31012,842,5911.79,138,16092.86,172.22,2.72,7.02,16.39,42.84
CAMP-0858,Influencer,Retargeting,West,18-24,25311,2655,148212.15,106,52152.41,-64.81,10.49,55.82,3.99,1398.23
CAMP-0859,Google Ads,Seasonal Sale,East,25-34,36272,3148,135118.94,435,162094.65,19.96,8.68,42.92,13.82,310.62
CAMP-0860,Influencer,Lead Generation,East,45-54,47554,3450,189994.63,235,76650.24,-59.66,7.25,55.07,6.81,808.49
CAMP-0861,Google Ads,Seasonal Sale,South,45-54,14188,156,7216.11,30,13856.03,92.02,1.1,46.26,19.23,240.54
CAMP-0862,Google Ads,Brand Awareness,North,35-44,28936,1801,82071.24,158,71696.87,-12.64,6.22,45.57,8.77,519.44
CAMP-0863,Google Ads,Retargeting,West,35-44,21778,355,16600.9,56,20667.9,24.5,1.63,46.76,15.77,296.44
CAMP-0864,Google Ads,Lead Generation,East,18-24,35688,1483,70784.62,292,44406.97,-37.26,4.16,47.73,19.69,242.41
CAMP-0865,Email,Seasonal Sale,South,18-24,48536,852,4162.72,92,31164.13,648.65,1.76,4.89,10.8,45.25
CAMP-0866,Influencer,Seasonal Sale,North,45-54,1014,77,5054.0,6,459.23,-90.91,7.59,65.64,7.79,842.33
